number_id,name,slug,description,price,available,stock,created_at,updated_at,image
889,Oven PLC Control,Slug889,Select and compare the latest features and innovations available in the new All other products.,1814,1,418,2012-06-18,2012-06-19,/products/2018/06/11/e.jpg
890,Multipurpose Plastic Crate,Slug890,Solve the Problem and make your system better,1694,1,404,2012-06-19,2012-06-20,/products/2018/06/11/c.jpg
891,"Ceramic Flat Top Compact Fluorescent Lamp (CFL), 5 W And Below",Slug891,This Company has the top of line product which gives you 4 to 10 years warrenty. They also got national award,450,1,41,2012-06-20,2012-06-21,/products/2018/06/11/b.jpg
892,"PCD Ayurvedic Products, All",Slug892,The retail veterans who once decided what to sell best prodcut in the world,3854,1,118,2012-06-21,2012-06-22,/products/2018/06/11/f.jpg
893,"Obislim Syrup, 100 Ml",Slug893,Change the old habbit that you are forced with old system.We deliver the new and better system,641,1,461,2012-06-22,2012-06-23,/products/2018/06/11/d.jpg
894,"Lexcil Antacid Fast Melt Powder, Packaging Type: Packets",Slug894,They are known for the performance and the quality.They Promise you best and always deliver.,516,1,134,2012-06-23,2012-06-24,/products/2018/06/11/b.jpg
895,"Immuncia Medicine, Packaging Type: 60 Tablets",Slug895,Solve the Problem and make your system better,4012,1,182,2012-06-24,2012-06-25,/products/2018/06/11/h.jpg
896,"Rhodiola Rosea Capsules, 500 Mg Capsule",Slug896,Select and compare the latest features and innovations available in the new All other products.,1228,1,267,2012-06-25,2012-06-26,/products/2018/06/11/c.jpg
897,"Private Label Digestion Tablets, Packaging Type: Bottle",Slug897,They are known for the performance and the quality.They Promise you best and always deliver.,2879,1,20,2012-06-26,2012-06-27,/products/2018/06/11/d.jpg
898,"Cystone Himalaya Ayurvedic Products, Grade Standard: Medicine Grade",Slug898,Change the old habbit that you are forced with old system.We deliver the new and better system,749,1,10,2012-06-27,2012-06-28,/products/2018/06/11/f.jpg
899,"Medicine Grade Ayurvedic Liver Capsules, 3x10",Slug899,They are known for the performance and the quality.They Promise you best and always deliver.,4740,1,314,2012-06-28,2012-06-29,/products/2018/06/11/g.jpg
900,Detergent Powder,Slug900,Solve the Problem and make your system better,600,1,52,2012-06-29,2012-06-30,/products/2018/06/11/d.jpg
901,PLC Control Panel,Slug901,Change the old habbit that you are forced with old system.We deliver the new and better system,3475,1,417,2012-06-30,2012-07-01,/products/2018/06/11/h.jpg
902,Plastic Crates,Slug902,Change the old habbit that you are forced with old system.We deliver the new and better system,969,1,458,2012-07-01,2012-07-02,/products/2018/06/11/g.jpg
903,"Rectangular Polypropylene (PP) Plastic Fruit Crates, Capacity: 20 Kg",Slug903,They are known for the performance and the quality.They Promise you best and always deliver.,3571,1,369,2012-07-02,2012-07-03,/products/2018/06/11/i.jpg
904,Rectangular And Square Plastic Crate,Slug904,Solve the Problem and make your system better,1837,1,185,2012-07-03,2012-07-04,/products/2018/06/11/h.jpg
905,Fishing Plastic Crate,Slug905,Change the old habbit that you are forced with old system.We deliver the new and better system,1116,1,39,2012-07-04,2012-07-05,/products/2018/06/11/c.jpg
906,Plastic Vegetable Crates,Slug906,This Company has the top of line product which gives you 4 to 10 years warrenty. They also got national award,777,1,101,2012-07-05,2012-07-06,/products/2018/06/11/d.jpg
907,CFL Lamp,Slug907,This Company has the top of line product which gives you 4 to 10 years warrenty. They also got national award,3831,1,296,2012-07-06,2012-07-07,/products/2018/06/11/c.jpg
908,CFL Luminaries,Slug908,Select and compare the latest features and innovations available in the new All other products.,4162,1,223,2012-07-07,2012-07-08,/products/2018/06/11/g.jpg
909,ATICO Compact Light Source,Slug909,Solve the Problem and make your system better,1250,1,82,2012-07-08,2012-07-09,/products/2018/06/11/d.jpg
910,Laxoking Powder,Slug910,Select and compare the latest features and innovations available in the new All other products.,4250,1,454,2012-07-09,2012-07-10,/products/2018/06/11/g.jpg
911,"Ivys Mukta Vati For Clinical , grade Standard: Medicine Grade",Slug911,The retail veterans who once decided what to sell best prodcut in the world,886,1,381,2012-07-10,2012-07-11,/products/2018/06/11/e.jpg
912,Liver Tonic,Slug912,Select and compare the latest features and innovations available in the new All other products.,604,1,312,2012-07-11,2012-07-12,/products/2018/06/11/f.jpg
913,Urin Syrup,Slug913,Select and compare the latest features and innovations available in the new All other products.,3721,1,12,2012-07-12,2012-07-13,/products/2018/06/11/i.jpg
914,Abana Medicines,Slug914,Select and compare the latest features and innovations available in the new All other products.,2365,1,25,2012-07-13,2012-07-14,/products/2018/06/11/c.jpg
915,"Abana, Size: 1x60",Slug915,Change the old habbit that you are forced with old system.We deliver the new and better system,3815,1,380,2012-07-14,2012-07-15,/products/2018/06/11/a.jpg
916,Pigminto Tablets,Slug916,They are known for the performance and the quality.They Promise you best and always deliver.,1979,1,424,2012-07-15,2012-07-16,/products/2018/06/11/d.jpg
917,Detergent Powder,Slug917,This Company has the top of line product which gives you 4 to 10 years warrenty. They also got national award,4375,1,124,2012-07-16,2012-07-17,/products/2018/06/11/c.jpg
918,Laundry Detergent Powder,Slug918,The retail veterans who once decided what to sell best prodcut in the world,3385,1,158,2012-07-17,2012-07-18,/products/2018/06/11/c.jpg
919,"CGlo Detergent Powder, Laundry",Slug919,Select and compare the latest features and innovations available in the new All other products.,1101,1,193,2012-07-18,2012-07-19,/products/2018/06/11/d.jpg
920,A- One Fabric Washing Powder,Slug920,Change the old habbit that you are forced with old system.We deliver the new and better system,2803,1,267,2012-07-19,2012-07-20,/products/2018/06/11/e.jpg
921,Plastic Corrugated Crates,Slug921,The retail veterans who once decided what to sell best prodcut in the world,2953,1,67,2012-07-20,2012-07-21,/products/2018/06/11/a.jpg
922,PP Corrugated Stackable Crates,Slug922,Change the old habbit that you are forced with old system.We deliver the new and better system,4060,1,99,2012-07-21,2012-07-22,/products/2018/06/11/f.jpg
923,"And Rectangular Plastic Crate, Capacity: 15-25 Kg",Slug923,This Company has the top of line product which gives you 4 to 10 years warrenty. They also got national award,1885,1,136,2012-07-22,2012-07-23,/products/2018/06/11/a.jpg
924,Plastic Crates,Slug924,Change the old habbit that you are forced with old system.We deliver the new and better system,1133,1,37,2012-07-23,2012-07-24,/products/2018/06/11/d.jpg
925,Material Handling Plastic Crates 43220,Slug925,They are known for the performance and the quality.They Promise you best and always deliver.,886,1,251,2012-07-24,2012-07-25,/products/2018/06/11/g.jpg
926,20W CFL Light,Slug926,The retail veterans who once decided what to sell best prodcut in the world,2022,1,256,2012-07-25,2012-07-26,/products/2018/06/11/d.jpg
927,CFL Lamps,Slug927,They are known for the performance and the quality.They Promise you best and always deliver.,3693,1,336,2012-07-26,2012-07-27,/products/2018/06/11/e.jpg
928,Non-Retrofit CFL Lights,Slug928,Change the old habbit that you are forced with old system.We deliver the new and better system,3197,1,297,2012-07-27,2012-07-28,/products/2018/06/11/i.jpg
929,3U CFL Lamp,Slug929,Change the old habbit that you are forced with old system.We deliver the new and better system,1144,1,217,2012-07-28,2012-07-29,/products/2018/06/11/g.jpg
930,CFL / Fluorescent,Slug930,They are known for the performance and the quality.They Promise you best and always deliver.,2406,1,97,2012-07-29,2012-07-30,/products/2018/06/11/a.jpg
931,Herbal Medicine,Slug931,The retail veterans who once decided what to sell best prodcut in the world,2595,1,328,2012-07-30,2012-07-31,/products/2018/06/11/i.jpg
932,Calmhills,Slug932,Change the old habbit that you are forced with old system.We deliver the new and better system,535,1,194,2012-07-31,2012-08-01,/products/2018/06/11/g.jpg
933,"Alzheimer Disease Treatment Medicines, Packaging Type: Plastic Bottle",Slug933,The retail veterans who once decided what to sell best prodcut in the world,4560,1,417,2012-08-01,2012-08-02,/products/2018/06/11/g.jpg
934,Turmeric Capsules,Slug934,Change the old habbit that you are forced with old system.We deliver the new and better system,3670,1,312,2012-08-02,2012-08-03,/products/2018/06/11/h.jpg
935,"LIVOFIT syrup, Packaging Size: 200 ml",Slug935,The retail veterans who once decided what to sell best prodcut in the world,2484,1,430,2012-08-03,2012-08-04,/products/2018/06/11/g.jpg
936,6G High Speed Water Cooling System Agarbatti Making Machine,Slug936,Solve the Problem and make your system better,374,1,234,2012-08-04,2012-08-05,/products/2018/06/11/b.jpg
937,Surf Advance Washing Powder,Slug937,Solve the Problem and make your system better,1924,1,150,2012-08-05,2012-08-06,/products/2018/06/11/h.jpg
938,Washing Powder Enzyme,Slug938,Select and compare the latest features and innovations available in the new All other products.,4142,1,259,2012-08-06,2012-08-07,/products/2018/06/11/d.jpg
939,Swachha Detergent Powder,Slug939,Change the old habbit that you are forced with old system.We deliver the new and better system,1255,1,17,2012-08-07,2012-08-08,/products/2018/06/11/c.jpg
940,"Detergent Powder, 50",Slug940,They are known for the performance and the quality.They Promise you best and always deliver.,1243,1,126,2012-08-08,2012-08-09,/products/2018/06/11/g.jpg
941,Klenz Wash Powder,Slug941,Solve the Problem and make your system better,2393,1,170,2012-08-09,2012-08-10,/products/2018/06/11/h.jpg
942,Detergent Powder,Slug942,This Company has the top of line product which gives you 4 to 10 years warrenty. They also got national award,1366,1,130,2012-08-10,2012-08-11,/products/2018/06/11/g.jpg
943,Basket Crate,Slug943,The retail veterans who once decided what to sell best prodcut in the world,4109,1,13,2012-08-11,2012-08-12,/products/2018/06/11/f.jpg
944,"GREEN And PURPLE Rectangular And Square Plastic Crate, Capacity: 10 KG 20 KG",Slug944,Change the old habbit that you are forced with old system.We deliver the new and better system,2456,1,152,2012-08-12,2012-08-13,/products/2018/06/11/b.jpg
945,465x290x240mm Blue Plastic Storage Crate,Slug945,They are known for the performance and the quality.They Promise you best and always deliver.,2918,1,413,2012-08-13,2012-08-14,/products/2018/06/11/d.jpg
946,Plastic Fruit Crates,Slug946,Solve the Problem and make your system better,1421,1,170,2012-08-14,2012-08-15,/products/2018/06/11/c.jpg
947,Plastic Crates,Slug947,Select and compare the latest features and innovations available in the new All other products.,2899,1,220,2012-08-15,2012-08-16,/products/2018/06/11/c.jpg
948,Plastic Food Crate,Slug948,The retail veterans who once decided what to sell best prodcut in the world,2650,1,130,2012-08-16,2012-08-17,/products/2018/06/11/d.jpg
949,CFL,Slug949,This Company has the top of line product which gives you 4 to 10 years warrenty. They also got national award,993,1,295,2012-08-17,2012-08-18,/products/2018/06/11/h.jpg
950,Commercial Lighting,Slug950,Select and compare the latest features and innovations available in the new All other products.,360,1,243,2012-08-18,2012-08-19,/products/2018/06/11/f.jpg
951,Compact Fluorescent Lamps,Slug951,Change the old habbit that you are forced with old system.We deliver the new and better system,3814,1,161,2012-08-19,2012-08-20,/products/2018/06/11/g.jpg
952,Sri Lanka Metro CFL Lamp,Slug952,Select and compare the latest features and innovations available in the new All other products.,4258,1,302,2012-08-20,2012-08-21,/products/2018/06/11/a.jpg
953,Steca Solsum ESL CFL Lamp,Slug953,The retail veterans who once decided what to sell best prodcut in the world,4411,1,60,2012-08-21,2012-08-22,/products/2018/06/11/h.jpg
954,"Tornado Spiral 11W (60W), E14, Warm White CFL Lamps",Slug954,This Company has the top of line product which gives you 4 to 10 years warrenty. They also got national award,4180,1,209,2012-08-22,2012-08-23,/products/2018/06/11/d.jpg
955,Ayurvedic Medicine,Slug955,Select and compare the latest features and innovations available in the new All other products.,817,1,472,2012-08-23,2012-08-24,/products/2018/06/11/b.jpg
956,Arthritis Ayurvedic Medicine,Slug956,This Company has the top of line product which gives you 4 to 10 years warrenty. They also got national award,1963,1,170,2012-08-24,2012-08-25,/products/2018/06/11/g.jpg
957,Incense Stick Making Machine,Slug957,They are known for the performance and the quality.They Promise you best and always deliver.,2898,1,169,2012-08-25,2012-08-26,/products/2018/06/11/d.jpg
958,Double Pedal Agarbatti Making Machine,Slug958,Select and compare the latest features and innovations available in the new All other products.,3826,1,152,2012-08-26,2012-08-27,/products/2018/06/11/f.jpg
959,Bamboo Stick Agarbatti Making Machine,Slug959,Change the old habbit that you are forced with old system.We deliver the new and better system,1253,1,167,2012-08-27,2012-08-28,/products/2018/06/11/b.jpg
